v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,p_bpm,p_rmssd,p_sdnn,p_lfhf,p_rrv,b_delta,b_theta,b_lalpha,b_halpha,b_lbeta,b_hbeta,b_lgamma,b_mgamma,b_att,b_med,b_poor,ts
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.614204,26.89981,40.349716,1.5,0.8040255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838862.8839147
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.14524,26.323977,39.485966,1.5,0.8120121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838863.883169
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.31615,26.360912,39.54137,1.5,0.80965966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838864.8805106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.906456,26.527742,39.791615,1.5,0.8464397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838865.8941443
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.592766,26.324709,39.487064,1.5,0.9156296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838866.8837895
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.77144,26.215614,39.32342,1.5,0.92167354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838867.8880105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.18652,26.169449,39.254173,1.5,0.92933875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838868.883352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.65401,26.586613,39.879917,1.5,0.8512256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838869.8939877
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.406334,27.785364,41.678043,1.5,0.82743096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838870.8914123
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.04636,26.622408,39.933613,1.5,0.82034105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838871.9011111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.287186,26.190294,39.28544,1.5,0.82299924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838872.881688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.83929,25.256805,37.88521,1.5,0.8142099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838873.8899543
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.53226,25.514883,38.272324,1.5,0.91447854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838874.886998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1608,24.842869,37.264305,1.5,0.8941778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838875.8921967
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.57152,25.381779,38.07267,1.5,0.909896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838876.8876946
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1915,25.873276,38.809914,1.5,0.83640194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838877.8835084
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.70511,26.661232,39.991848,1.5,0.92504394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838878.8811903
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.17834,26.113937,39.170906,1.5,0.9274075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838879.889584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.02299,26.443066,39.6646,1.5,0.92420655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838880.881063
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.17234,25.71779,38.576687,1.5,0.85125166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838881.8850932
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.38378,25.633574,38.45036,1.5,0.85133934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838882.8862333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.38378,25.633574,38.45036,1.5,0.85133934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778838885.4236557
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.271255,32.33932,48.50898,1.5,0.7867265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839236.4023669
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.076195,32.95915,49.43872,1.5,0.92155915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839237.40201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.93482,32.615643,48.923462,1.5,0.77945626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839238.4013028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.765976,32.06727,48.100903,1.5,0.92482996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839239.3980794
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.19365,31.131008,46.69651,1.5,0.9132035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839240.41202
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.48246,31.39696,47.09544,1.5,0.8056255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839241.4039283
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.74213,32.179817,48.269726,1.5,0.8014465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839242.3984957
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.04258,32.60819,48.91228,1.5,0.91281265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839243.3974094
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.30022,33.355965,50.033947,1.5,0.7894915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839244.3980548
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.03347,33.620403,50.430607,1.5,0.8655977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839245.4075286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6587,34.051598,51.077396,1.5,0.92404336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839246.4043205
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.24127,34.22931,51.343964,1.5,0.88533896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839247.3974907
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7404,35.179848,52.76977,1.5,0.91441137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839248.404945
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.942604,36.36072,54.541084,1.5,0.9129243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839249.4215744
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.549355,36.88334,55.32501,1.5,0.9242932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839250.3971334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.601685,36.128006,54.192005,1.5,0.89562577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839251.4009998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.15318,35.15105,52.726574,1.5,0.8796312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839252.3977175
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2128,36.24634,54.369514,1.5,0.83892804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839253.398857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.547485,36.266556,54.399834,1.5,0.81355983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839254.4017143
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.57521,36.697376,55.046062,1.5,0.8165895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839255.398858
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.28479,35.970364,53.955544,1.5,0.8472939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839256.4023373
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.768745,36.163425,54.245136,1.5,0.82726616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839257.3965418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.96619,35.794598,53.691895,1.5,0.91778845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839258.4073021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13094,36.458714,54.688072,1.5,0.8283574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839259.4020712
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.62359,36.05173,54.0776,1.5,0.84838414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839260.4066133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.70495,36.83252,55.24878,1.5,0.92800546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839261.404462
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.186104,36.506126,54.75919,1.5,0.82874393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839262.3997645
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.877266,36.749363,55.124046,1.5,0.89117837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839263.398087
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.25526,35.74915,53.623722,1.5,0.7763168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839264.3964765
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.806404,34.62379,51.935684,1.5,0.9164176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839265.4094312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2573,33.46263,50.193943,1.5,0.79204786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839266.397297
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2843,34.34944,51.524162,1.5,0.85637045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839267.4061186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.613396,34.796295,52.194443,1.5,0.78065884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839268.40377
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.613396,34.796295,52.194443,1.5,0.78065884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839271.2195272
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.49631,29.80335,44.705025,1.5,0.9073543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839631.1274056
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.99712,29.001842,43.502766,1.5,0.7730989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839632.1202204
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.17861,28.01636,42.02454,1.5,0.8467741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839633.1167054
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.77547,29.119675,43.679512,1.5,0.81352544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839634.1206384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.636765,29.031515,43.54727,1.5,0.80196077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839635.1147547
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.505005,28.564838,42.84726,1.5,0.8179386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839636.1262012
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.908585,28.054863,42.082294,1.5,0.8236685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839637.1246583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.71358,27.248648,40.87297,1.5,0.81117696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839638.116335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24592,26.629412,39.94412,1.5,0.92145914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839639.1184375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.71662,26.562477,39.843716,1.5,0.8645142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839640.1154447
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.692505,25.667862,38.501793,1.5,0.8885837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839641.129002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.230156,31.677666,47.5165,1.5,0.8209511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839642.0429537
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.3779,25.487137,38.230705,1.5,0.86031055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839642.1178956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.29529,30.63819,45.957287,1.5,0.84110427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839643.037223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.80344,26.4361,39.654152,1.5,0.8231622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839643.1154792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4141,27.424898,41.137344,1.5,0.8905421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839644.1221368
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.39905,26.886103,40.329155,1.5,0.81066066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839645.1206446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.57116,31.554665,47.331997,1.5,0.80854607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839645.966142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.45497,26.702087,40.05313,1.5,0.88606113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839646.118744
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.58417,26.124996,39.187492,1.5,0.8547912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839647.1232872
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.79633,26.308502,39.462753,1.5,0.8839316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839648.1236002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.191216,25.165499,37.748245,1.5,0.79757583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839649.1199088
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.752174,24.575657,36.863483,1.5,0.797307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839650.1253228
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.752174,24.575657,36.863483,1.5,0.797307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839652.5823045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.18145,30.68261,46.023914,1.5,0.9154923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839721.0300093
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.19724,31.641155,47.46173,1.5,0.9199867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839722.024469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.76449,30.985699,46.47855,1.5,0.7785713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839723.0222135
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.57156,31.791351,47.687027,1.5,0.8133092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778839724.0235837
